article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,status,item_type,price,popularity,price_segment
0750744002,750744,Jackie function boot SG,94,Sneakers,Shoes,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Warm-lined boots in waterproof functional fabric with imitation leather details, an ankle-height shaft with a hook and loop fastening at the top, and reflective details. Fleece linings and insoles and chunky soles.",Active,Fashion,0.052525423,1,Premium
0750745002,750745,Lukas fancy waterproof SB,94,Sneakers,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Waterproof hi-tops in imitation leather with a padded edge and tongue, and an adjustable hook and loop tab and elasticated lacing at the front. Mesh linings and insoles and chunky soles.",Active,Fashion,0.046322033,1,Premium
0750777001,750777,Alva HW wide trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"3/4-length trousers in a viscose weave with a high waist with pleats and a concealed zip in one side. Side pockets and straight, wide legs.",Active,Fashion,0.02201695,1,Medium
0750777003,750777,Alva HW wide trousers,272,Trousers,Garment Lower body,1010001,All over pattern,33,Dark Orange,2,Medium Dusty,13,Brown,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"3/4-length trousers in a viscose weave with a high waist with pleats and a concealed zip in one side. Side pockets and straight, wide legs.",Active,Fashion,0.027101696,2,Medium
0750961002,750961,RR 41 3/4 Side stripe dress,265,Dress,Garment Full body,1010004,Check,9,Black,4,Dark,5,Black,4092,Read & React,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short dress in stretch jersey with a small stand-up collar, long sleeves and stripes down the sides.",Active,Fashion,0.030491525,1,Medium
0750980001,750980,Lucki denim jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short-sleeved playsuit in Tencel™ lyocell denim with notch lapels, buttons down the front and flap chest pockets with a button. Sewn-in tie belt at the waist and short, wide legs.",Active,Fashion,0.059305083,1,Premium
0751157007,751157,September thong with backdetai,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset and string back.",Active,Fashion,0.006762712,1,Budget
0751167001,751167,SL Oliver Jkt,308,Hoodie,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5741,Projects,F,Menswear,3,Menswear,24,Men Project,1001,Unknown,"Windbreaker in woven fabric with a slight sheen. Lined drawstring hood, stand-up collar and zip down the front. Flap side pockets, elasticated cuffs and a drawstring at the hem.",Active,Fashion,0.029508475,1,Medium
0751214001,751214,Buffalo party dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in jersey containing glittery threads with a foil print. Round neckline, an open section with wrapover sides at the back, and long sleeves. Unlined.",Active,Fashion,0.042355932,2,Premium
0751214002,751214,Buffalo party dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in jersey containing glittery threads with a foil print. Round neckline, an open section with wrapover sides at the back, and long sleeves. Unlined.",Active,Fashion,0.042355932,1,Premium
0751214003,751214,Buffalo party dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,73,Dark Blue,4,Dark,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in jersey containing glittery threads with a foil print. Round neckline, an open section with wrapover sides at the back, and long sleeves. Unlined.",Active,Fashion,0.042355932,1,Premium
0751257006,751257,ED Becky trouser,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Ankle-length trousers in soft viscose jersey with covered elastication at the waist, side pockets and straight, wide legs.",Active,Fashion,0.010152542,3,Budget
0751257007,751257,ED Becky trouser,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Ankle-length trousers in soft viscose jersey with covered elastication at the waist, side pockets and straight, wide legs.",Active,Fashion,0.010152542,1,Budget
0751260002,751260,ED Glamping Shorts,274,Shorts,Garment Lower body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Short shorts in patterned lightweight sweatshirt fabric with wide covered elastication and a drawstring at the waist, diagonal side pockets and rounded hems.",Active,Fashion,0.0060847457,1,Budget
0751270002,751270,Lumiere melbourne with gore,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace with padded cups for a larger bust and fuller cleavage, adjustable shoulder straps, a hook-and-eye fastening at the back and a wide lace trim at the hem.",Active,Fashion,0.013542373,1,Budget
0751271002,751271,ED Kendall bikershorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Knee-length cycling shorts in soft cotton jersey with an elasticated waist.,Active,Fashion,0.013542373,7,Budget
0751273003,751273,HM+ Barza tapered trs,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Trousers in soft viscose jersey with a regular, elasticated waist, side pockets and tapered legs.",Active,Fashion,0.02201695,7,Medium
0751273006,751273,HM+ Barza tapered trs,272,Trousers,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Trousers in soft viscose jersey with a regular, elasticated waist, side pockets and tapered legs.",Active,Fashion,0.02201695,6,Medium
0751273007,751273,HM+ Barza tapered trs,272,Trousers,Garment Lower body,1010017,Stripe,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Trousers in soft viscose jersey with a regular, elasticated waist, side pockets and tapered legs.",Active,Fashion,0.015237289,10,Budget
0751285002,751285,Beast soft bra galloon lace,306,Bra,Underwear,1010001,All over pattern,53,Dark Pink,2,Medium Dusty,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra with unlined cups that give the bust a natural shape and provide light support. Narrow, adjustable shoulder straps and no fasteners.",Active,Fashion,0.008457627,3,Budget
0751287001,751287,Beast bandeau,306,Bra,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Strapless bandeau bra in microfibre and lace with padded cups that lift and shape the bust, side support and a hook-and-eye fastening at the back.",Active,Fashion,0.015237289,1,Budget
0751288001,751288,Beast padded soft bra,306,Bra,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in lace with narrow, adjustable shoulder straps and mesh-lined cups with removable inserts that shape the bust and provide good support. Elastic hem and a hook-and-eye fastening at the front.",Active,Fashion,0.010152542,8,Budget
0751295002,751295,Vovve shorts,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"High-waisted shorts in woven fabric with a wide, detachable tie belt, pleats at the front, a zip fly with hook-and-eye fasteners and side pockets.",Active,Fashion,0.016932203,1,Budget
0751295003,751295,Vovve shorts,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"High-waisted shorts in woven fabric with a wide, detachable tie belt, pleats at the front, a zip fly with hook-and-eye fasteners and side pockets.",Active,Fashion,0.016932203,7,Budget
0751295004,751295,Vovve shorts,272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"High-waisted shorts in woven fabric with a wide, detachable tie belt, pleats at the front, a zip fly with hook-and-eye fasteners and side pockets.",Active,Fashion,0.016627118,1,Budget
0751342001,751342,Sunny denim skirt GTL,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem.",Active,Fashion,0.02201695,3,Medium
0751342005,751342,Sunny denim skirt,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem.",Active,Fashion,0.02540678,1,Medium
0751342006,751342,Sunny denim skirt,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem.",Active,Fashion,0.02540678,31,Medium
0751342007,751342,Sunny denim skirt,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem.",Active,Fashion,0.016932203,41,Budget
0751342008,751342,Sunny denim skirt,275,Skirt,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"Short, 5-pocket skirt in washed denim with a button fly, short slit at the front and cut-off, raw-edge hem.",Active,Fashion,0.042355932,13,Premium
0751411002,751411,2P SKINNY PRICE,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Jeans in washed, stretch denim with an adjustable, elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets and real back pockets. Slim legs with narrow hems.",Active,Fashion,0.02201695,1,Medium
0751411003,751411,SKINNY PRICE 2PK,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Jeans in washed, stretch denim with an adjustable, elasticated waist (in sizes 8-12Y), zip fly and button, fake front pockets and real back pockets. Slim legs with narrow hems.",Active,Fashion,0.033881355,10,Premium
0751428001,751428,JACKET BASIC 89,262,Jacket,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Jacket in washed, stretch denim with a collar, buttons down the front and buttoned cuffs.",Active,Basic,0.038118646,3,Premium
0751428002,751428,JACKET BASIC 89,262,Jacket,Garment Upper body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Jacket in washed, stretch denim with a collar, buttons down the front and buttoned cuffs.",Active,Basic,0.033881355,1,Premium
0751471001,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,2566,Premium
0751471002,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,4,Premium
0751471003,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.014474576,2,Budget
0751471021,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,12,Light Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,74,Premium
0751471022,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,281,Premium
0751471023,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,71,Premium
0751471026,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,66,Premium
0751471027,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,37,Premium
0751471031,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,34,Premium
0751471033,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.02201695,20,Medium
0751471034,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010006,Dot,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,36,Premium
0751471035,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.013542373,11,Budget
0751471036,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,1,Mole,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",New,Fashion,0.033881355,5,Premium
0751471037,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010012,Mixed solid/pattern,8,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,827,Premium
0751471038,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,1084,Premium
0751471039,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,678,Premium
0751471041,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,568,Premium
0751471042,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,460,Premium
0751471043,751471,Pluto RW slacks (1),272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length cigarette trousers in a stretch weave with a zip fly, concealed hook-and-eye fastening, and regular waist with concealed elastication. Side pockets, fake back pockets and tapered legs.",Active,Fashion,0.033881355,2194,Premium
0751530001,751530,Strawberry HW pullon,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in a viscose and linen weave with a high, elasticated waist, small frill trim at the top, large patch pockets at the sides and wide legs.",Active,Fashion,0.011847458,11,Budget
0751530002,751530,Strawberry HW pullon,274,Shorts,Garment Lower body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in a viscose and linen weave with a high, elasticated waist, small frill trim at the top, large patch pockets at the sides and wide legs.",Active,Fashion,0.011847458,13,Budget
0751530003,751530,Strawberry HW pullon,274,Shorts,Garment Lower body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in a viscose and linen weave with a high, elasticated waist, small frill trim at the top, large patch pockets at the sides and wide legs.",Active,Fashion,0.008457627,11,Budget
0751530004,751530,Strawberry HW pullon,274,Shorts,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in a viscose and linen weave with a high, elasticated waist, small frill trim at the top, large patch pockets at the sides and wide legs.",Active,Fashion,0.011847458,7,Budget
0751534002,751534,Daybyday HW,274,Shorts,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with hook-and-eye fasteners, a zip fly and side pockets. High waist with pleats at the front, elastication at the back and a detachable tie belt.",Active,Fashion,0.021508474,1,Medium
0751534006,751534,Daybyday HW,274,Shorts,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with hook-and-eye fasteners, a zip fly and side pockets. High waist with pleats at the front, elastication at the back and a detachable tie belt.",Active,Fashion,0.015237289,1,Budget
0751542002,751542,Banjo dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in jersey with a V-neck and narrow shoulder straps.",Active,Fashion,0.007974576,2,Budget
0751551001,751551,HM+ Track dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Calf-length dress in soft viscose jersey with a round neckline, short sleeves and high slits in the sides. Unlined.",Active,Fashion,0.013542373,34,Budget
0751551004,751551,HM+ Track dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Calf-length dress in soft viscose jersey with a round neckline, short sleeves and high slits in the sides. Unlined.",Active,Fashion,0.02540678,4,Medium
0751551005,751551,HM+ Track dress,265,Dress,Garment Full body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Calf-length dress in soft viscose jersey with a round neckline, short sleeves and high slits in the sides. Unlined.",Active,Fashion,0.010152542,2,Budget
0751557002,751557,Moss biker jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,Biker jacket with a diagonal zip down the front and a collar with decorative press-studs. Zipped side pockets and long sleeves with a zip at the cuffs. Lined.,Active,Fashion,0.06777966,3,Premium
0751559003,751559,SKINNY FANCY,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit, ankle-length jeans in washed, stretch denim with an adjustable elasticated waist (in sizes 8-12Y), and a zip fly and button. Coin pocket, fake front pockets, real back pockets and narrow hems.",Active,Fashion,0.042355932,1,Premium
0751559006,751559,SKINNY FANCY,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim,"Slim-fit, ankle-length jeans in washed, stretch denim with an adjustable elasticated waist (in sizes 8-12Y), and a zip fly and button. Coin pocket, fake front pockets, real back pockets and narrow hems.",Active,Fashion,0.042355932,1,Premium
0751560001,751560,Isak shortsleeve popover,259,Shirt,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front and short dolman sleeves. Yoke with gathers at the shoulders and back, and a rounded hem. Slightly longer at the back.",Active,Fashion,0.008457627,5,Budget
0751560002,751560,Isak shortsleeve popover,259,Shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,-1,Unknown,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front and short dolman sleeves. Yoke with gathers at the shoulders and back, and a rounded hem. Slightly longer at the back.",Active,Fashion,0.011847458,4,Budget
0751560003,751560,Isak shortsleeve popover,259,Shirt,Garment Upper body,1010017,Stripe,13,Beige,2,Medium Dusty,11,Beige,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"Blouse in an airy weave with a collar, buttons down the front and short dolman sleeves. Yoke with gathers at the shoulders and back, and a rounded hem. Slightly longer at the back.",Active,Fashion,0.010661017,1,Budget
0751567004,751567,Diego denim shorts,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button and raw-edge, cut-off hems.",Active,Fashion,0.01981356,3,Medium
0751567006,751567,Diego denim shorts,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,3,Light,2,Blue,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button and raw-edge, cut-off hems.",Active,Fashion,0.031415254,10,Premium
0751567009,751567,Diego denim shorts TVP,274,Shorts,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button and raw-edge, cut-off hems.",Active,Fashion,0.033881355,14,Premium
0751567010,751567,Diego denim shorts TVP,274,Shorts,Garment Lower body,1010023,Denim,51,Light Pink,1,Dusty Light,4,Pink,1410,Shorts & Skirts,A,Ladieswear,1,Ladieswear,6,Womens Casual,1025,Shorts,"5-pocket shorts in washed, stretch denim with a regular waist, zip fly and button and raw-edge, cut-off hems.",Active,Fashion,0.033881355,6,Premium
